,control1_rna,control2_rna,control3_rna,het1_rna,het2_rna,het3_rna,homo1_rna,homo2_rna,homo3_rna
E130309D02Rik,1316,1275,1213,1020,921,1048,1173,1306,1260
E130310I04Rik,0,0,0,0,0,0,0,0,0
E130311K13Rik,95,117,73,182,166,179,147,199,159
E130317F20Rik,0,0,0,0,0,0,0,0,0
E230013L22Rik,0,0,0,0,0,0,0,0,0
E230015B07Rik,0,0,0,0,0,0,0,0,0
E230016K23Rik,0,0,0,0,0,0,0,0,0
E230016M11Rik,0,0,0,0,0,0,0,0,0
E230025N22Rik,1,2,4,0,1,0,1,2,1
E230029C05Rik,0,0,0,0,0,0,0,0,0
E230032D23Rik,0,0,0,0,0,0,0,0,0
E2f1,1690,1706,1799,2647,2292,2643,1776,2392,2062
E2f2,349,417,388,147,106,142,204,207,202
E2f3,2359,2392,2164,1668,1650,1550,2217,2729,2178
E2f4,3384,3447,3134,2758,2534,2824,4415,4481,4799
E2f5,954,979,736,789,801,745,721,908,706
E2f6,745,799,706,2342,2173,2243,513,597,431
E2f7,2280,2272,2000,1480,1302,1608,2465,3187,2107
E2f8,1477,1424,1362,1241,1051,1206,2255,2363,2415
E330009J07Rik,112,123,111,197,223,194,69,106,58
E330011O21Rik,0,0,0,0,0,0,0,0,0
E330012B07Rik,0,0,0,0,0,0,0,0,0
E330013P04Rik,0,0,0,0,0,0,0,0,0
E330014E10Rik,0,0,0,0,0,0,0,0,0
E330016L19Rik,0,0,0,0,0,0,0,0,0
E330017A01Rik,0,0,0,0,0,0,0,0,0
E330017L17Rik,0,0,0,0,0,0,0,0,0
E330020D12Rik,0,0,0,0,0,0,0,0,0
E330021D16Rik,1,0,1,17,19,20,11,9,13
E330023G01Rik,0,0,0,0,0,0,0,0,0
E330032C10Rik,0,0,0,0,0,0,0,0,0
E330033B04Rik,0,0,0,0,0,0,0,0,0
E330034G19Rik,9,7,5,3,4,5,5,9,6
E330035G20Rik,0,0,0,0,0,0,0,0,0
E430016F16Rik,0,0,0,0,0,0,0,0,0
E430018J23Rik,87,80,80,136,144,132,82,79,50
E430024I08Rik,0,0,0,0,0,0,0,0,0
E430024P14Rik,0,0,0,0,0,0,0,0,0
E430025E21Rik,3392,3544,3262,2611,2425,2522,3008,4150,3096
E4f1,624,659,474,642,549,583,598,728,547
E530001F21Rik,0,0,0,0,0,0,0,0,0
E530011L22Rik,0,0,0,0,0,0,0,0,0
EU599041,0,0,0,0,1,1,0,1,1
Eaf1,5697,5891,5020,4797,4402,4439,5853,7940,6470
Eaf2,359,367,374,89,95,79,273,331,241
Eapp,607,638,609,858,835,825,729,937,783
Ear1,0,1,0,0,0,0,1,0,0
Ear10,0,0,0,0,0,0,0,0,0
Ear12,0,0,0,0,0,0,0,0,0
Ear14,0,0,0,0,0,0,0,0,0
Ear2,0,0,0,0,0,0,0,0,0
Ear3,0,0,0,0,0,0,0,0,0
Ear4,0,0,0,0,0,0,0,0,0
Ear6,0,0,0,0,0,0,0,0,0
Ear7,0,0,0,0,0,0,0,0,0
Ears2,333,362,322,354,295,381,420,428,428
Ebag9,950,998,856,711,628,704,1082,1528,1143
Ebf1,766,832,658,881,873,1360,921,1093,1453
Ebf2,18,12,12,6,1,1,1,6,2
Ebf3,1,1,2,14,22,34,231,332,168
Ebf4,36,38,37,63,66,54,4,3,5
Ebi3,0,0,2,0,1,1,0,0,1
Ebna1bp2,4961,5246,4774,3638,3366,3991,6299,7216,5986
Ebp,1331,1356,1183,1417,1214,1892,748,1078,763
Ebpl,131,145,153,264,212,226,257,355,278
Ecd,2031,2120,1811,1748,1520,1811,1857,2318,1848
Ece1,831,804,693,13678,11736,14670,4027,4644,3951
Ece2,128,113,87,294,269,251,217,276,190
Ecel1,3,2,1,26,22,17,27,21,26
Ech1,633,700,652,1224,1162,1183,616,728,644
Echdc1,1121,1250,1081,831,809,902,753,1042,740
Echdc2,402,431,410,362,343,343,734,914,647
Echdc3,58,55,65,121,113,122,104,136,107
Echs1,1084,1089,1069,1953,1667,1786,1030,1270,1016
Eci1,1003,1054,996,766,717,696,832,996,881
Eci2,1157,1200,1142,1341,1237,1251,1732,2254,1652
Eci3,188,204,188,210,213,222,285,354,267
Ecm1,1419,1448,1218,1829,1476,1912,2731,3095,4082
Ecm2,12,14,10,25,26,23,5,8,9
Ecpas,4379,4623,3627,3844,3732,3439,3725,5227,3587
Ecscr,13,14,12,0,1,1,25,29,12
Ecsit,603,600,556,500,463,585,579,712,631
Ect2,7231,8156,6806,4644,4794,5345,4668,7651,4833
Ect2l,22,8,16,80,83,63,17,28,13
Eda,4,3,4,38,28,16,383,452,449
Eda2r,565,690,822,590,592,409,309,882,574
Edar,0,0,0,0,0,0,0,0,0
Edaradd,32,32,27,2,1,4,16,15,13
Edc3,1177,1226,1089,1578,1413,1453,1319,1545,1231
Edc4,4180,4293,3505,3869,3394,3373,5119,6266,5056
Eddm3b,0,0,0,0,0,0,0,0,0
Edem1,2699,2676,2404,4570,4214,3729,2512,3625,2418
Edem2,584,593,576,793,687,706,903,1056,791
Edem3,1970,2099,1706,3050,2946,2650,1687,2811,1893
Edf1,2725,2886,2933,3338,2598,3089,4057,4746,4301
Edil3,620,727,425,1096,1138,928,328,405,496
Edn1,733,736,665,519,446,904,44,60,59
Edn2,1,1,4,1,2,3,2,1,0
Edn3,0,0,0,0,0,1,0,0,0
Ednra,1,0,1,0,0,0,3,4,0
Ednrb,0,0,0,0,0,0,3,4,0
Edrf1,798,778,672,700,692,666,824,1106,909
Eea1,5167,5951,4187,5309,5777,4852,6042,8621,6510
Eed,2033,2119,2024,1799,1618,1876,2005,2598,2216
Eef1a1,178596,187083,182618,154897,140240,154457,194322,239189,201546
Eef1a2,206,251,239,207,202,203,231,285,338
Eef1akmt1,520,577,505,550,487,505,657,907,777
Eef1akmt2,235,243,208,313,312,309,252,333,227
Eef1akmt3,11,7,10,8,9,11,3,10,6
Eef1akmt4,302,336,266,236,197,271,458,481,501
Eef1akmt4-ece2,208,218,163,253,231,274,309,367,326
Eef1b2,15215,16131,16383,12642,10932,12909,16165,18705,16256
Eef1d,11149,11486,11286,6508,5316,6872,14068,15694,13819
Eef1e1,2152,2177,1947,1342,1315,1605,2823,3242,3113
Eef1g,37378,39621,39144,24278,21024,27771,37176,39531,39283
Eef2,148335,152626,135976,102334,89776,103183,140005,161617,140227
Eef2k,1270,1283,1170,1601,1334,1591,1025,1262,1326
Eef2kmt,273,267,253,294,245,282,181,253,168
Eefsec,531,586,529,547,478,474,761,1006,842
Eepd1,22,21,14,65,54,72,151,164,203
Efcab1,1,1,0,3,3,2,0,0,0
Efcab10,0,0,0,0,0,0,0,0,0
Efcab11,80,107,75,180,165,148,57,93,76
Efcab12,80,90,59,5,5,4,9,13,4
Efcab13,0,0,0,0,0,0,0,0,1
Efcab14,1700,1758,1485,1785,1607,1709,1708,2464,1682
Efcab2,93,77,80,89,108,86,67,90,72
Efcab3,2,0,2,5,5,4,18,30,18
Efcab5,33,47,32,32,27,29,26,36,26
Efcab6,0,1,0,0,0,0,0,0,0
Efcab7,404,419,350,412,473,474,392,630,516
Efcab8,0,0,0,0,0,0,0,0,0
Efcab9,5,8,7,6,12,7,14,21,7
Efcc1,44,37,61,38,25,37,46,53,45
Efemp1,2035,2017,1959,1038,975,760,4319,4739,3659
Efemp2,4700,4577,3788,6875,6032,6867,6112,7541,8157
Efhb,7,6,5,5,8,2,0,7,2
Efhc1,12,14,6,6,9,12,31,58,38
Efhc2,2,3,2,3,5,1,0,1,1
Efhd1,54,46,37,19,13,11,21,14,20
Efhd2,1190,1231,1121,1052,967,917,2236,2468,2153
Efl1,1106,1162,1054,1154,1057,1104,1100,1310,1211
Efna1,1052,1053,1106,1020,847,854,484,624,622
Efna2,50,39,55,71,62,99,88,120,93
Efna3,103,74,79,77,54,69,49,57,63
Efna4,213,243,228,178,165,187,193,198,202
Efna5,842,914,897,1575,1521,1399,833,1223,1065
Efnb1,782,866,724,1505,1338,911,1473,1368,2204
Efnb2,7441,7443,6959,6833,6153,7570,3432,5852,2734
Efnb3,175,181,117,96,73,58,161,186,118
Efr3a,5633,6010,5067,4562,4731,4366,5746,7951,6281
Efr3b,22,18,22,66,67,40,126,195,277
Efs,4,4,5,0,0,0,1,2,4
Eftud2,10771,11137,10140,7325,6359,7826,11901,13783,11862
Egf,20,29,20,42,42,48,38,43,56
Egfbp2,0,0,0,0,0,0,0,0,0
Egfem1,0,0,0,0,0,0,0,0,0
Egfl6,0,0,0,0,0,0,0,6,5
Egfl7,117,132,114,123,90,124,166,202,176
Egfl8,38,39,28,36,31,23,21,22,20
Egflam,0,1,0,0,0,0,3,1,2
Egfr,3049,3226,2282,3521,3305,2813,3507,3574,3373
Egln1,3500,3528,3302,3690,3286,3547,2686,3222,2554
Egln2,1573,1562,1628,1950,1549,1762,1323,1726,1410
Egln3,55,62,69,9,7,7,105,65,42
Egr1,1392,1398,1198,5925,5488,3608,1907,3974,3350
Egr2,392,380,229,1538,1446,1114,665,1135,1514
Egr3,1776,1777,1713,1716,1393,1134,692,2109,754
Egr4,5,5,6,103,83,67,2,4,9
Ehbp1,816,908,762,1577,1371,1307,723,1229,991
Ehbp1l1,11184,11548,9730,14366,12116,13357,8739,10230,9834
Ehd1,8204,8637,8083,3937,3342,4138,10065,10498,10196
Ehd2,6193,6410,5739,11199,10209,9918,6230,8866,6746
Ehd3,321,331,262,378,344,470,403,529,491
Ehd4,3634,3797,3327,3965,3701,4175,3466,4628,3223
Ehf,0,1,0,0,1,0,0,3,0
Ehhadh,2,1,2,0,0,2,3,1,1
Ehmt1,2131,2121,1897,2580,2417,2610,2501,2933,2631
Ehmt2,5151,5288,5094,5304,4604,5028,4150,5084,3980
Ei24,3023,3087,3244,3242,2942,2918,2435,3303,2747
Eid1,2329,2375,2296,3922,3933,4101,3007,4069,3279
Eid2,248,235,256,675,567,581,268,253,233
Eid2b,116,133,106,237,256,290,69,87,74
Eid3,96,142,67,108,117,74,184,289,167
Eif1,10932,11309,10378,13241,11269,11824,11210,13787,11750
Eif1a,5334,5724,4513,5617,5849,5580,4823,6594,4822
Eif1ad,3131,3240,2972,2362,2054,2315,3595,4140,3836
Eif1ax,6150,6529,5826,6689,6512,6748,6614,8562,6686
Eif1b,574,569,511,802,707,771,627,862,762
Eif2a,3470,3620,3017,2186,2234,2269,3299,4509,3740
Eif2ak1,1956,2025,1874,1857,1667,1779,1995,2712,2009
Eif2ak2,1524,1628,1452,1574,1510,1407,2565,3516,2983
Eif2ak3,599,617,603,830,776,736,801,1237,875
Eif2ak4,1552,1679,1310,1974,1839,1752,1495,2051,1427
Eif2b1,1879,1986,1863,1620,1404,1661,2288,3018,2513
Eif2b2,2206,2240,1969,2546,2214,2273,1351,1798,1369
Eif2b3,1649,1780,1489,1250,1171,1389,2398,2792,2420
Eif2b4,809,855,808,860,840,976,879,1153,859
Eif2b5,3210,3214,3093,2363,1979,2420,2309,2729,2193
Eif2c5,0,0,0,0,0,0,0,0,0
Eif2d,1137,1223,1100,1564,1431,1514,1110,1409,1180
Eif2s1,8285,8750,7532,6482,6051,6618,6557,7785,7136
Eif2s2,12238,13654,11011,15347,15253,15369,15126,20476,16081
Eif2s3x,21535,22944,20248,13693,13214,15303,14757,18805,15012
Eif2s3y,181,192,172,109,97,122,133,160,153
Eif3a,28152,32879,25988,24395,23594,23921,29406,40894,29883
Eif3b,20486,21409,19357,16048,14232,17189,23032,26426,23816
Eif3c,18136,18833,16610,22180,20133,20360,18247,22964,18580
Eif3d,11886,12186,11025,6437,5798,6788,12835,14725,13553
Eif3e,13509,14209,12163,7513,7309,8049,17793,21233,19462
Eif3f,5115,5224,5287,5557,4889,5269,4955,5356,5162
Eif3g,3865,3899,3690,3439,2887,3698,4091,4673,4262
Eif3h,14164,14833,13536,9812,8759,9728,17319,21043,17677
Eif3i,3887,4123,3919,3118,2728,3276,4995,6055,4622
Eif3j1,3037,3451,2889,2899,2926,3245,4001,5058,4286
Eif3j2,3098,3521,2939,2976,3001,3318,4083,5177,4388
Eif3k,3247,3305,3157,2831,2587,2860,2904,3614,2998
Eif3l,16099,16472,14696,8352,7380,8810,16528,19751,16988
Eif3m,4850,5094,4480,4495,4423,4969,6460,7443,6666
Eif4a1,47312,48490,44347,37405,33722,39821,51811,62993,50966
Eif4a2,14582,15712,11375,9851,9721,10081,14575,18284,14938
Eif4a3,3897,4028,4021,3013,2586,3285,4699,5314,4877
Eif4b,33271,34306,31061,18077,16304,18252,34242,41266,34777
Eif4e,9696,10272,8787,6338,6144,6619,9346,11037,9523
Eif4e1b,1,0,0,2,1,0,0,1,0
Eif4e2,3596,3793,3498,4288,3682,3987,4046,4900,3796
Eif4e3,93,97,66,50,53,72,106,171,150
Eif4ebp1,4472,4678,3966,5352,4607,4723,3530,4523,3695
Eif4ebp2,5816,5967,5564,3379,2901,3410,5715,6890,5835
Eif4ebp3,182,207,167,191,180,203,167,181,164
Eif4enif1,4417,4617,4045,3737,3341,3704,4173,5048,4254
Eif4g1,41562,42461,39255,34334,29868,33785,42869,47729,43060
Eif4g2,45966,48494,42415,46609,46353,46097,42597,54195,44640
Eif4g3,5345,5743,4997,7536,6953,6766,4359,5098,3888
Eif4h,16951,17545,16683,16930,14851,16754,18467,20767,18654
Eif5,16787,17697,14408,16171,15602,14848,13396,17644,14366
Eif5a,48422,50290,47204,33392,28794,36078,48353,51542,48582
Eif5a2,1645,1796,1418,1806,2005,1656,1073,1615,1168
Eif5b,6470,7439,6035,6821,6669,6495,6687,9541,6415
Eif6,5876,6166,5525,6502,5586,6596,7769,8853,8128
Eipr1,279,275,233,322,277,279,241,329,226
Elac1,349,384,308,530,476,507,243,276,243
Elac2,2640,2664,2386,1707,1434,1842,2710,3051,2656
Elane,0,0,0,0,0,0,0,0,0
Elavl1,5364,5491,5018,4783,4564,4620,4568,6350,4425
Elavl2,565,676,553,23,28,28,0,5,4
Elavl3,4,4,3,4,3,0,5,0,8
Elavl4,1,0,1,4,1,0,0,0,0
Eldr,0,0,0,0,0,0,0,0,0
Elf1,988,979,934,1320,1227,1043,1529,2034,1998
Elf2,2454,2570,2377,2333,2325,2184,2206,3088,2283
Elf3,1,0,0,0,0,0,19,32,25
Elf4,2170,2054,1643,2337,2052,2004,2357,3334,1939
Elf5,0,0,0,0,0,0,1,2,2
Elfn1,40,43,25,78,71,37,144,195,171
Elfn2,0,0,1,5,12,5,5,3,12
Elk1,870,948,797,1412,1265,1214,956,1231,897
Elk3,7237,7516,6947,3898,3505,3603,7454,7540,6571
Elk4,1717,1699,1441,1956,1920,1654,1295,1929,1102
Ell,1680,1738,1507,1313,1168,1167,1593,2473,2013
Ell2,1404,1521,1129,1590,1632,1149,2162,3275,2651
Ell3,10,2,3,3,6,5,11,8,5
Elmo1,30,34,25,149,102,164,113,214,123
Elmo2,1990,2205,1905,3664,3329,3525,1845,2667,2034
Elmo3,74,56,36,163,152,116,84,80,43
Elmod1,149,144,157,6,3,5,0,2,0
Elmod2,428,471,396,652,615,660,801,1243,1072
Elmod3,182,194,168,182,172,172,172,242,176
Elmsan1,2795,2750,2439,2667,2175,2445,2079,3265,2202
Eln,1,1,0,1,1,5,3,1,3
Eloa,3516,3696,3213,3213,2965,3231,4124,5777,4097
Elob,2691,2812,2784,3300,2869,3010,2807,3391,3157
Elobl,0,0,1,2,3,2,3,1,2
Eloc,2502,2725,2407,2282,2253,2507,1900,2460,2114
Elof1,1457,1550,1430,1672,1418,1463,1448,1731,1470
Elovl1,2227,2336,1919,2367,1980,2269,2523,3336,2465
Elovl2,2,0,1,0,1,1,0,0,0
Elovl3,2,0,1,1,1,2,2,3,1
Elovl4,477,525,375,785,784,882,249,356,293
Elovl5,3660,3817,3341,4030,3666,3513,2959,4267,2996
Elovl6,2306,2596,2563,532,489,586,1601,2348,1417
Elovl7,56,66,46,27,22,39,234,318,361
Elp1,3807,4008,3434,2541,2353,2450,3444,4274,3201
Elp2,2633,2603,2276,3133,2874,3004,2805,3433,2787
Elp3,1802,1859,1728,1853,1557,1783,1962,2311,2081
Elp4,740,808,723,844,801,844,674,934,824
Elp5,1601,1692,1601,1370,1167,1330,1764,2052,1754
Elp6,413,439,408,398,411,412,439,594,482
Emb,38,50,29,13,30,17,3143,3992,2768
Emc1,2469,2468,2133,2807,2564,2558,1906,2975,1964
Emc10,2004,2094,2126,3264,2877,3336,1691,1898,1742
Emc2,1591,1891,1425,1382,1376,1429,2999,4363,3367
Emc3,3242,3306,2998,3803,3401,3661,3623,4773,4080
Emc4,2056,2126,2007,2562,2197,2525,2384,2887,2302
Emc6,2367,2503,2340,1742,1524,1761,2152,2493,2083
Emc7,2854,2895,2545,4334,3865,4416,3263,4193,3599
Emc8,2799,2990,2538,3544,3041,3385,2459,2981,2385
Emc9,1,0,0,46,40,32,77,124,66
Emcn,0,0,0,0,0,0,0,0,0
Emd,6684,6756,6278,8417,7343,7774,6442,7924,6639
Eme1,496,543,449,420,336,479,553,614,514
Eme2,208,216,236,219,189,193,146,237,154
Emg1,2859,3065,2904,2170,2052,2358,3923,4388,3900
Emid1,12,14,26,16,13,12,2,4,3
Emilin1,1064,1064,846,1109,979,681,10080,16911,8494
Emilin2,284,285,277,883,794,1048,1728,1966,1512
Emilin3,1,1,0,0,1,0,0,3,0
Eml1,2684,2859,2298,2545,2306,2318,2981,2922,2808
Eml2,22,27,23,50,62,53,19,27,8
Eml3,1776,1801,1638,1630,1470,1403,1692,1989,1465
Eml4,2571,2742,2075,2180,2225,1896,1865,2113,1899
Eml5,1956,2038,1480,410,422,277,273,323,184
Eml6,146,179,118,182,238,200,157,275,188
Emp1,25120,25573,24859,24919,22032,23669,40403,45636,42934
Emp2,7332,7608,6443,11960,10551,10403,4006,5383,3883
Emp3,2363,2466,2434,1844,1574,1862,1374,1747,1711
Emsy,1391,1451,1255,1379,1364,1435,1472,1912,1543
Emx1,0,0,0,0,0,0,0,0,0
Emx2,567,637,487,713,714,685,849,984,924
Emx2os,0,0,0,0,0,0,0,0,0
En1,168,166,187,238,190,221,32,34,35
En2,2,5,3,15,7,9,2,1,2
Enah,5913,6240,4573,11259,10745,9661,4896,6167,4389
Enam,0,0,1,0,0,0,0,0,0
Enc1,3911,4086,3715,3415,3086,3235,3873,6382,4893
Endod1,2139,2258,1936,2394,2281,2199,1203,1310,1438
Endog,137,132,127,188,189,222,205,277,230
Endou,1,0,1,0,2,1,4,10,13
Endov,576,558,606,589,560,564,538,644,627
Eng,55,59,37,68,68,73,89,113,89
Engase,49,52,44,102,110,89,134,167,159
Enho,6,6,9,46,31,55,25,48,26
Enkd1,957,971,848,910,770,879,1188,1437,1251
Enkur,103,103,76,140,166,131,76,101,63
Eno1,30938,31987,28582,29163,25899,30233,27361,32020,27304
Eno1b,25855,26797,24136,24027,21177,24838,22839,26575,22531
Eno2,149,150,133,580,517,425,149,232,144
Eno3,895,948,916,1187,1042,1215,411,414,543
Eno4,29,30,15,12,18,20,22,21,20
Enoph1,1539,1667,1338,1291,1202,1378,1959,1832,1767
Enox1,0,0,1,7,7,5,6,5,10
Enox2,255,226,212,323,286,333,236,332,194
Enpep,0,0,0,2,1,0,191,295,388
Enpp1,833,888,691,383,419,458,5864,5938,5088
Enpp2,25,39,17,7,10,4,293,435,512
Enpp3,70,63,45,72,50,78,140,196,133
Enpp4,785,846,753,900,869,1013,673,1198,757
Enpp5,120,150,149,557,568,525,154,264,115
Enpp6,0,1,1,0,0,0,0,0,0
Enpp7,0,0,0,0,0,0,0,0,0
Ensa,3386,3474,3107,4033,3577,3766,3894,4925,4066
Enthd1,2,5,7,0,0,0,27,38,33
Enthd2,260,252,210,272,243,218,287,302,240
Entpd1,15,11,14,177,205,165,1,1,4
Entpd2,93,107,130,2,2,0,7,15,17
Entpd3,1,1,0,0,0,0,11,31,31
Entpd4,673,641,525,841,713,789,636,904,626
Entpd4b,673,641,525,841,713,789,636,904,626
Entpd5,378,399,374,549,523,540,462,600,423
Entpd6,404,374,376,350,277,392,495,547,484
Entpd7,736,648,706,845,742,692,824,1129,684
Entpd8,0,0,0,0,1,0,1,1,1
Entr1,999,1054,884,1470,1253,1362,1232,1457,1225
Eny2,3696,3919,3637,2245,2151,2212,3953,5375,4103
Eogt,1321,1366,1198,1860,1678,1801,1297,2056,1231
Eomes,16,8,11,5,2,5,1,4,1
Ep300,5657,5899,5302,4055,3949,3814,5971,7465,5994
Ep400,5486,5593,4830,5317,4640,4728,6284,7402,6229
Epas1,5,10,7,30,29,40,11,30,18
Epb41,989,1077,1050,619,548,644,1378,2247,1161
Epb41l1,4780,4948,4431,3741,3306,3235,7124,7535,8043
Epb41l2,15935,16754,13814,8507,8036,8227,12326,16531,10644
Epb41l3,6731,7191,6170,5580,4988,5113,5963,6764,6495
Epb41l4a,1603,1773,1558,2153,1822,2231,4,18,8
Epb41l4aos,0,0,0,0,0,0,0,0,0
Epb41l4b,162,173,151,10,12,14,151,206,163
Epb41l5,407,453,449,444,397,366,226,336,226
Epb42,17,6,4,6,6,4,8,15,7
Epc1,1246,1358,1114,1755,1681,1622,1110,1429,1209
Epc2,1833,2107,1595,2056,2145,2049,1590,2284,1843
Epcam,1,1,0,4,2,3,14,12,8
Epdr1,2065,1999,1586,4150,3718,3519,1796,2218,2025
Epg5,901,898,795,1208,1170,1063,2421,2223,2940
Epgn,5,12,6,7,4,8,7,6,5
Epha1,6,8,5,0,1,3,3,4,13
Epha10,2,1,0,3,2,3,0,0,2
Epha2,15129,14838,12258,14641,11962,12224,8983,16731,10880
Epha3,29,46,27,25,31,38,8,13,13
Epha4,320,318,293,979,895,1149,95,163,90
Epha5,0,0,0,0,0,0,0,0,0
Epha6,520,537,516,420,378,435,562,699,579
Epha7,35,37,20,162,156,230,30,46,28
Epha8,6,5,1,4,1,3,7,16,12
Ephb1,4,4,5,9,7,11,2,3,3
Ephb2,98,95,67,966,863,843,233,302,175
Ephb3,757,794,700,1533,1369,1429,355,384,319
Ephb4,2163,2206,2100,1955,1782,1862,1846,2200,1688
Ephb6,41,46,35,326,269,238,89,126,74
Ephx1,1877,1945,1978,3018,2608,1669,1156,2279,1284
Ephx2,0,2,0,1,2,2,2,1,4
Ephx3,6,8,4,6,3,5,3,4,2
Ephx4,7,2,2,4,3,4,3,11,2
Epm2a,6,7,8,28,25,31,4,1,4
Epm2aip1,2017,2058,1729,2105,2212,2037,1731,2232,1826
Epn1,2333,2490,2200,3449,3137,3464,3369,3656,3148
Epn2,3499,3496,2815,2984,2697,2174,3866,3576,3234
Epn3,304,312,300,66,67,76,699,1103,756
Epo,0,0,0,0,0,0,0,0,0
Epop,536,543,569,421,350,390,365,432,410
Epor,35,36,34,19,33,20,15,28,30
Epp13,0,0,0,0,0,0,0,0,0
Eppin,0,1,0,0,1,0,0,0,0
Eppk1,138,148,132,78,64,61,118,161,131
Eprn,0,0,0,0,0,0,0,0,0
Eprs,12547,14230,10554,17793,17170,15876,12432,17546,12413
Eps15,2521,2771,2266,2921,2935,2435,2926,4134,2622
Eps15l1,2184,2200,1991,1770,1648,1699,2386,2928,2580
Eps8,6445,6676,6643,425,455,726,6509,6727,6932
Eps8l1,1,1,1,2,1,1,3,2,0
Eps8l2,12,6,4,5,4,5,1794,2692,2025
Eps8l3,0,0,2,1,1,1,0,2,0
Epsti1,0,0,1,0,0,0,2,3,5
Epx,0,0,1,0,0,0,0,0,0
Epyc,0,0,0,0,0,0,0,0,4
Eqtn,3,5,1,8,11,3,0,3,3
Eral1,811,797,675,764,654,691,766,1081,807
Erap1,454,468,424,749,699,765,934,1285,1075
Eras,0,0,0,0,0,0,0,0,0
Erbb2,2117,2161,1888,1865,1640,1780,3040,3513,2365
Erbb3,88,101,115,6,5,12,21,58,17
Erbb4,2,0,0,0,1,1,1,0,0
Erbin,5560,6327,4501,7741,8305,6516,7965,14288,8937
Erc1,2782,2943,2685,3209,2967,3103,2706,3338,2799
Erc2,222,240,170,165,171,150,72,66,41
Ercc1,1784,1799,1661,2291,1963,2156,1048,1091,1077
Ercc2,1261,1349,1008,1072,872,872,958,1165,811
Ercc3,1695,1838,1657,1764,1578,1802,1946,2353,2066
Ercc4,765,814,661,856,805,778,433,508,452
Ercc5,774,784,772,938,875,905,643,1162,826
Ercc6,1646,1650,1253,1254,1220,1153,1201,1809,1305
Ercc6l,1432,1576,1361,1494,1385,1505,1691,2182,1761
Ercc6l2,1146,1272,1029,1282,1227,1227,1873,2672,2224
Ercc8,562,505,437,303,278,311,524,655,656
Erdr1,3216,3140,2286,5363,4311,4561,4573,5206,3505
Ereg,1963,1942,1389,6684,6851,4066,14226,23922,15859
Erf,3284,3398,2895,4151,3537,3763,2732,3475,2440
Erfe,87,85,63,3528,2969,3086,64,84,33
Erg,0,0,1,1,2,1,6,14,14
Erg28,922,942,944,860,770,875,862,1058,774
Ergic1,5872,6020,6006,6895,5911,7871,5406,5799,6470
Ergic2,3304,3530,2806,3971,3866,3888,4129,5693,4279
Ergic3,2453,2316,2207,3751,3217,3534,3110,3626,2742
Erh,9288,9561,9008,6569,5722,6827,6768,8186,7110
Eri1,4077,4340,3655,2910,3093,2941,4169,5572,4442
Eri2,1190,1246,943,1180,1239,1119,979,1253,981
Eri3,1496,1614,1484,2123,1913,2011,2010,2497,1899
Erich1,282,330,273,404,334,359,311,467,403
Erich2,2,2,1,1,0,0,55,48,34
Erich3,0,0,0,0,0,0,0,0,0
Erich4,0,0,0,0,0,1,0,0,0
Erich5,2,1,2,1,1,3,0,1,3
Erich6,1,2,1,4,2,3,0,1,4
Erich6b,0,0,0,0,0,0,0,0,0
Erlec1,1243,1295,1024,2253,2207,2064,1244,1759,1269
Erlin1,3308,3494,3118,2806,2520,2898,4132,5081,4710
Erlin2,2518,2469,2233,2824,2654,2615,2475,3454,2369
Ermap,13,19,10,14,12,23,15,13,9
Ermard,399,364,301,452,423,359,437,548,420
Ermn,1,1,0,0,0,0,1,0,0
Ermp1,1907,1989,1745,1760,1735,1971,1021,1323,1079
Ern1,1139,1231,905,1310,1193,1064,1255,1501,1144
Ern2,0,0,0,0,0,0,1,1,0
Ero1l,2992,3183,2719,4212,4398,4028,2265,3220,2542
Ero1lb,343,356,313,306,283,286,320,510,321
Erp27,0,0,0,0,1,0,0,0,1
Erp29,2311,2383,2229,3607,2986,3586,2365,2868,2247
Erp44,2503,2491,2136,3077,2887,2832,2585,3340,2759
Errfi1,5806,6013,4504,5228,4649,3408,11166,20179,10287
Erv3,0,1,0,5,1,3,0,0,0
Esam,3,4,7,5,7,3,7,7,3
Esco1,669,863,605,877,919,694,764,1137,706
Esco2,513,637,531,464,466,514,542,872,584
Esd,11426,11555,10821,12151,11181,11046,11419,12392,11397
Esf1,2105,2661,2073,1971,2099,1994,2698,4317,2725
Esm1,1,3,0,1,0,0,1,0,0
Esp1,0,0,0,0,0,0,0,0,0
Esp15,0,0,0,0,0,0,0,0,0
Esp16,0,0,0,0,0,0,0,0,0
Esp18,0,0,0,0,0,0,0,0,0
Esp23,0,0,0,0,0,0,0,0,0
Esp24,0,0,0,0,0,0,0,0,0
Esp3,0,0,0,0,0,0,0,0,0
Esp31,0,0,0,0,0,0,0,0,0
Esp34,0,0,0,0,0,0,0,0,0
Esp36,0,0,0,0,0,0,0,0,0
Esp38,0,0,0,0,0,0,0,0,0
Esp4,0,0,0,0,0,0,0,0,0
Esp5,0,0,0,0,0,0,0,0,0
Esp6,0,0,1,2,2,1,1,0,0
Esp8,0,0,0,0,0,0,0,0,0
Espl1,6569,6577,5412,2839,2466,2806,7067,8077,6097
Espn,8,4,9,14,14,9,9,15,16
Espnl,7,6,2,2,1,3,1,1,2
Esr1,0,1,0,9,4,7,1,2,1
Esr2,9,15,7,16,11,10,5,11,8
Esrp1,0,0,0,0,0,0,0,2,3
